S. cerevisiae			
Genes included in this table have RNA RPM >= 10.0 and RPF RPM > 0 for RNA-Seq and ribosome profiling data			
Transcript ID	mRNA RPKM	RPF RPKM	log2(TE)
YER171W	40.18	23.65	-0.764637381
YER172C	47.36	18.78	-1.334472018
YER173W	17.16	4.07	-2.075948853
YER174C	54.88	49.89	-0.137529812
YER175C	20.76	19.84	-0.065394418
YER176W	36.51	25.87	-0.497011615
YER177W	1122.51	1724.2	0.619198833
YER178W	913.7	821.16	-0.154057202
YER180C	20.16	0.16	-6.977279924
YER182W	28.33	37.52	0.405329226
YER183C	63	57.48	-0.132291767
YER184C	8.66	1.34	-2.692134024
YER186C	42.38	0.47	-6.494579021
YFL001W	37.67	25.64	-0.555019771
YFL002C	44.76	32	-0.484138131
YFL004W	257.3	204.06	-0.334458045
YFL005W	249.43	413.67	0.72984534
YFL007W	93.11	34.05	-1.451281323
YFL008W	49.01	30.16	-0.700439718
YFL010C	226.51	585.74	1.370685675
YFL013C	32.24	30.93	-0.05984491
YFL014W	40.72	72.88	0.839785398
YFL016C	65.4	56.1	-0.221289865
YFL017C	81.43	68.21	-0.25557714
YFL017W-A	75.24	142.61	0.922503395
YFL018C	276.88	334.87	0.274340288
YFL021W	26.72	20.04	-0.415037499
YFL022C	295.58	425.79	0.526593413
YFL023W	32.87	34.74	0.079826298
YFL024C	30.15	12.69	-1.248465933
YFL025C	25.54	11.58	-1.141123272
YFL026W	435.27	314.92	-0.466925206
YFL027C	23.31	9.58	-1.282851443
YFL028C	47.01	51.03	0.118377961
YFL029C	25.17	19.87	-0.341113344
YFL031W	1246.13	17.46	-6.157257213
YFL034C-A	361.65	599.45	0.729045272
YFL034C-B	32.51	50.09	0.623639056
YFL034W	28.11	13.79	-1.027460997
YFL036W	48.86	23.95	-1.028628208
YFL037W	424.9	439.59	0.049035224
YFL038C	460.41	662.57	0.525153713
YFL039C	2501.19	3428	0.454752455
YFL041W	65.96	59.14	-0.157457155
YFL042C	27.35	19.78	-0.467498407
YFL044C	49.63	52.18	0.07228449
YFL045C	832.56	1165.18	0.484926692
YFL046W	41.85	44.17	0.07783921
YFL047W	50.66	26.63	-0.927794649
YFL048C	138.15	139.73	0.016406238
YFL049W	25.25	20.21	-0.321214066
YFL050C	9.08	0.03	-8.241585987
YFL054C	10.77	3.52	-1.613370916
YFR001W	69.42	112.55	0.697142787
YFR002W	86.98	54.58	-0.672311314
YFR003C	64.94	111.74	0.782966436
YFR004W	159.88	258.67	0.694123265
YFR005C	41.65	22.69	-0.876259887
YFR006W	100.36	116.4	0.213906682
YFR007W	19.71	16.23	-0.280264776
YFR009W	198.76	179.81	-0.14455419
YFR010W	118.88	149.08	0.326580703
YFR011C	55.99	103.51	0.886529067
YFR013W	42.17	23.82	-0.824043608
YFR014C	39.53	31.25	-0.339091765
YFR015C	22.02	15.35	-0.520575813
YFR018C	51.58	27.32	-0.916854289
YFR021W	32.13	26	-0.305409358
YFR022W	11.86	2.15	-2.463695445
YFR024C-A	180.22	199.46	0.146340331
YFR025C	67.44	45.27	-0.57504923
YFR027W	13.13	16.18	0.301344692
YFR028C	70.99	46.01	-0.625668357
YFR029W	16.87	8.18	-1.044287225
YFR030W	46.91	22.66	-1.04974764
YFR031C	28.45	10.26	-1.471397922
YFR032C-A	4121.82	8389.25	1.025260336
YFR033C	105.07	98.83	-0.088329858
YFR034C	66.26	67.87	0.03463581
YFR036W	32.99	62.03	0.910937347
YFR037C	116.67	131.79	0.175807265
YFR038W	39.82	18.38	-1.115356454
YFR039C	46.22	26.42	-0.806886793
YFR040W	57.38	30.04	-0.933663155
YFR041C	53.12	52.02	-0.030188747
YFR042W	39.76	35.37	-0.168791538
YFR043C	16.35	20.58	0.331952347
YFR044C	407.37	448.67	0.139314983
YFR045W	16.81	17.19	0.03224982
YFR046C	13.23	8.44	-0.648498158
YFR047C	102.2	119.89	0.230316133
YFR048W	28	15.16	-0.885157074
YFR049W	65.75	144.93	1.140293459
YFR050C	212.35	299.01	0.493749626
YFR051C	156.28	148.51	-0.073573082
YFR052W	171.1	212.78	0.314522793
YFR053C	274.82	456.91	0.733423018
YFR055W	95.13	96.31	0.017785225
YGL001C	153.91	176.8	0.200031304
YGL002W	71.36	38.48	-0.891006816
YGL003C	23.59	12.53	-0.912789004
YGL004C	21.19	22.38	0.078826449
YGL005C	40.2	27.92	-0.52589656
YGL006W	45.42	16.74	-1.440028178
YGL008C	4850.65	4668.17	-0.055320985
YGL009C	777.83	816.7	0.070351349
YGL010W	29.43	18.66	-0.657338556
YGL011C	265.9	326.78	0.297435911
YGL012W	326.84	266.37	-0.29515295
YGL013C	50.64	18.24	-1.473171675
YGL014W	92.89	39.78	-1.223480017
YGL016W	75.76	33.82	-1.163559671
YGL017W	20.98	15.85	-0.404531838
YGL018C	24.46	35.35	0.531285811
YGL019W	112.27	114.43	0.027492859
YGL020C	74.05	95.55	0.367756138
YGL021W	46.8	32.09	-0.54438474
YGL022W	253.54	124.32	-1.028154965
YGL023C	51.94	25.9	-1.003893916
YGL025C	21.59	24.52	0.183595736
YGL026C	304.49	422.01	0.470882337
YGL027C	119.23	94.09	-0.34163398
YGL028C	136.33	175.52	0.364532363
YGL029W	65.04	148.04	1.186587878
YGL030W	3623.01	5970.02	0.720546977
YGL032C	119.87	158.35	0.401646228
YGL035C	39.1	45.7	0.225025558
YGL036W	34.64	12.69	-1.448746861
YGL037C	297.19	504.72	0.764097684
YGL038C	42.29	34.43	-0.296650379
YGL039W	103.32	98.45	-0.069656437
YGL040C	148.89	182.55	0.294044808
YGL041W-A	54.62	64.92	0.249233686
YGL043W	109.2	164.62	0.592166766
YGL044C	30.82	56.76	0.881007728
YGL045W	9.11	5.59	-0.704602771
YGL047W	32.29	37.8	0.227298793
YGL048C	206.37	234.56	0.184723747
YGL049C	75.39	72.44	-0.057586626
YGL050W	40.79	46.86	0.200141447
YGL054C	312.13	450	0.527777975
YGL055W	340.73	322.29	-0.080269552
YGL056C	46.1	54.23	0.23432442
YGL057C	24.01	17.35	-0.468699741
YGL058W	109.39	124.95	0.191870043
YGL059W	13.61	5.02	-1.438907798
YGL060W	30.89	19.22	-0.684531535
YGL061C	41.07	38.11	-0.107915339
YGL063W	11.75	3.06	-1.941057199
YGL064C	20.82	14.67	-0.505101198
YGL065C	49.94	42.62	-0.228665228
YGL066W	25.04	27.43	0.13152006
YGL067W	61.04	46.71	-0.386023517
YGL068W	153.99	193.14	0.326810316
YGL070C	85.94	169.81	0.982519739
YGL071W	44.28	19.83	-1.158970545
YGL073W	37.14	18.86	-0.977644139
YGL075C	14.62	10.47	-0.481681869
YGL077C	122.58	90.02	-0.44540614
YGL078C	124.67	155.46	0.318429078
YGL079W	46.96	23.91	-0.973818278
YGL080W	66.08	96.15	0.541073171
YGL082W	55.97	55.82	-0.003871623
YGL083W	24.62	15.81	-0.638993394
YGL084C	73.72	54.54	-0.434741371
YGL085W	16.46	6.7	-1.296731335
YGL086W	43.49	23.48	-0.8892513
YGL087C	97.32	174.53	0.842666818
YGL090W	17.64	3.42	-2.366782331
YGL091C	37.95	42.48	0.162683881
YGL092W	101.03	50.34	-1.005006631
YGL093W	32.93	17.17	-0.939512473
YGL094C	49.43	12.02	-2.03995001
YGL095C	40.3	27.01	-0.577286199
YGL097W	123.6	143.41	0.214466884
YGL098W	37.88	47.76	0.334366506
YGL099W	111.88	116.93	0.063692962
YGL100W	89.17	74.41	-0.261061898
YGL101W	72.85	86.1	0.241084265
YGL103W	6353.9	8738.79	0.459791149
YGL104C	15.29	9.09	-0.750236207
YGL105W	687.66	895.03	0.380240611
YGL106W	341.01	644.82	0.919082445
YGL107C	40.12	25.63	-0.646488127
YGL108C	46.94	62.34	0.409340313
YGL110C	24.39	21.58	-0.176594893
YGL111W	70.09	65.63	-0.094853191
YGL112C	72.43	58.72	-0.302735407
YGL113W	19.9	4.53	-2.135185475
YGL114W	33.42	17.49	-0.934181444
YGL115W	133.36	87.18	-0.613256901
YGL116W	30.3	28.17	-0.10515823
YGL119W	30.58	22.69	-0.430531798
YGL120C	140.12	142.28	0.022069986
YGL123W	4305	6166.02	0.518326331
YGL124C	19.3	9.62	-1.004492048
YGL125W	35.46	22.38	-0.6639825
YGL126W	57.99	24.61	-1.23655948
YGL127C	49.98	50.79	0.023193573
YGL129C	42.81	33.73	-0.343915517
YGL130W	40.82	45.44	0.154686652
YGL131C	24.07	4.28	-2.49155344
YGL133W	29.61	15.73	-0.91256582
YGL134W	21.9	6.32	-1.792934406
YGL136C	24.23	5.26	-2.2036597
YGL137W	301.75	278.14	-0.117542534
YGL139W	61.16	31.66	-0.949927151
YGL140C	69.97	21.9	-1.675805622
YGL141W	25.04	16.15	-0.632700397
YGL142C	36.7	14.88	-1.302405537
YGL143C	23.23	13.82	-0.749231538
YGL144C	14.67	4.27	-1.780560896
YGL145W	30.04	23.02	-0.383996979
YGL148W	408.68	471.62	0.206653258
YGL150C	72.04	27.08	-1.411570442
YGL151W	44.21	21.98	-1.008181348
YGL153W	31.84	40.09	0.332402082
YGL154C	17.3	5.09	-1.765034476
YGL155W	58.76	23.32	-1.333266607
YGL156W	10.34	7.82	-0.402995673
YGL157W	87.93	103.29	0.232273213
YGL159W	32.18	24.14	-0.41473865
YGL160W	37.13	21.05	-0.818765082
YGL161C	79.01	87.42	0.145928117
YGL162W	20.44	11.08	-0.883437315
YGL163C	22.36	10.56	-1.082310353
YGL164C	21.43	25.03	0.224026441
YGL166W	28.53	25.73	-0.14902829
YGL167C	144.15	76.35	-0.916870775
YGL169W	36.83	27.7	-0.410995421
YGL171W	64.19	70.46	0.134455914
YGL172W	69.1	84.11	0.283591625
YGL173C	287.81	193.23	-0.574797622
YGL174W	22.95	23.88	0.057308683
YGL175C	14.84	4.88	-1.604538039
YGL176C	19.67	3.5	-2.49057013
YGL178W	30.9	14.93	-1.049392673
YGL179C	13.38	6.92	-0.951234173
YGL180W	20.02	8.39	-1.254699258
YGL181W	61.5	94.19	0.614987489
YGL185C	24.53	21.73	-0.174859059
YGL186C	59.11	66.3	0.16560665
YGL187C	72.41	131.96	0.865839827
YGL190C	68.88	48.86	-0.495431279
YGL191W	156.48	278.7	0.832734727
YGL194C	35.98	29.1	-0.306176033
YGL195W	321.4	175.93	-0.869368413
YGL196W	48.28	39.91	-0.274675397
YGL197W	53.59	16.85	-1.669215225
YGL198W	83.74	79.19	-0.080598658
YGL200C	417.8	478.83	0.196701051
YGL201C	59.82	42.09	-0.507150401
YGL202W	343.28	439.76	0.357330578
YGL203C	64.94	64.73	-0.004672881
YGL206C	369.54	341.09	-0.115578075
YGL207W	176.6	172.21	-0.036316422
YGL208W	16.09	16.97	0.076822239
YGL209W	29.89	36.46	0.286651664
YGL210W	49.55	62.67	0.338889936
YGL211W	49.55	27.42	-0.853656486
YGL212W	18.68	32.58	0.802492149
YGL213C	55.17	70.42	0.352101247
YGL215W	151.59	26.47	-2.517744486
YGL216W	32.1	14.88	-1.109198771
YGL219C	39.29	23.23	-0.758173014
YGL220W	185.16	220.81	0.254033042
YGL221C	137.22	162.33	0.242438876
YGL222C	34.07	51.83	0.605285446
YGL223C	31	23.76	-0.383733379
YGL224C	47.07	27.53	-0.773803243
YGL225W	259.06	283.45	0.129807995
YGL226C-A	134.44	230.65	0.778742845
YGL226W	32.88	56.08	0.77027605
YGL227W	25.25	14.34	-0.816238364
YGL228W	124.28	104.19	-0.25437733
YGL229C	19.45	3.91	-2.314529643
YGL231C	118.08	152.45	0.368571524
YGL232W	109.74	108.95	-0.010423284
YGL233W	56.25	22.31	-1.334162583
YGL234W	370.06	418.6	0.177813109
YGL236C	23.13	8.75	-1.402410344
YGL237C	20.5	30.29	0.563217668
YGL238W	142.48	75.77	-0.911060769
YGL240W	14.29	10.56	-0.436396082
YGL241W	32.73	22.57	-0.536207184
YGL242C	92.22	191.21	1.052006405
YGL243W	22.95	8.99	-1.352101133
YGL244W	60.9	118.06	0.955006114
YGL245W	751.02	834.77	0.152527426
YGL246C	44.59	35.93	-0.311531264
YGL247W	27.94	12.66	-1.142054616
YGL248W	40.2	21.51	-0.902187977
YGL251C	7.03	1.17	-2.587016159
YGL252C	67.82	54.47	-0.316248917
YGL253W	1540.96	1964.25	0.350149147
YGL254W	22.67	21.83	-0.054472261
YGL255W	13.94	8.68	-0.683463613
YGL256W	45.45	10.78	-2.075923116
YGL257C	49.3	15.84	-1.638015311
YGR001C	145.27	186.61	0.361289499
YGR002C	30.07	24.57	-0.29142701
YGR003W	27.14	14.22	-0.932499256
YGR004W	25.85	19.23	-0.426805518
YGR005C	58.62	76.05	0.37555528
YGR006W	19.03	14.45	-0.397206069
YGR007W	82.73	50.01	-0.726193977
YGR008C	119.17	277.62	1.220090409
YGR009C	48.78	59.75	0.292648955
YGR010W	29.94	20.41	-0.552798039
YGR012W	55.87	40.9	-0.449972977
YGR013W	21.41	16.74	-0.354985268
YGR014W	116.3	66.66	-0.802957874
YGR015C	14.92	7.39	-1.013601266
YGR017W	87.64	59.4	-0.561126553
YGR019W	66.77	77.02	0.206033083
YGR020C	370.92	432.26	0.22079128
YGR021W	25.4	22.07	-0.202741867
YGR023W	7.86	3.49	-1.171302276
YGR024C	87.28	40.98	-1.090731117
YGR026W	149.18	169.7	0.185932433
YGR027C	5185.91	7847.82	0.597694783
YGR028W	39.84	24.82	-0.682714532
YGR029W	61.86	53.71	-0.203816112
YGR030C	41	51.6	0.331747156
YGR031W	36.6	29.52	-0.310150927
YGR032W	30.91	11.61	-1.412705682
YGR033C	80.62	47.38	-0.766859585
YGR034W	3302.88	4642.44	0.49115871
YGR035C	50.5	82.79	0.713173131
YGR036C	25.12	23.87	-0.073637898
YGR037C	895.52	1918.72	1.099346636
YGR038W	59.2	76.42	0.368353082
YGR040W	41.73	22.76	-0.874584363
YGR041W	52.45	23.07	-1.184924769
YGR042W	28.17	13.4	-1.071926563
YGR044C	83.85	69.23	-0.276413436
YGR046W	26.83	13.99	-0.939451092
YGR047C	30.66	17.96	-0.771570347
YGR048W	43.1	45.22	0.069273123
YGR049W	38.02	56.63	0.574807998
YGR054W	155.66	176.78	0.183556802
YGR055W	205.25	184.38	-0.154700049
YGR056W	29.55	20.66	-0.516317876
YGR057C	24.79	10.08	-1.298262633
YGR058W	17.43	22.46	0.365785358
YGR060W	552.3	684.06	0.308670744
YGR061C	381.32	303.05	-0.331446359
YGR062C	17.47	7.28	-1.262869253
YGR063C	99.57	193.31	0.957133235
YGR065C	34.17	19.9	-0.779961817
YGR068C	20.23	10.38	-0.962689876
YGR070W	12.59	1.49	-3.078894047
YGR071C	18.38	8.22	-1.160926468
YGR072W	23.76	26.81	0.174236383
YGR074W	72.89	96.11	0.398965647
YGR076C	36.49	58.63	0.684137906
YGR077C	25.01	8.75	-1.515150135
YGR078C	118.94	177.53	0.577828859
YGR079W	42.39	51.1	0.269599325
YGR080W	44.76	78.69	0.813970272
YGR081C	62.16	85.53	0.460444036
YGR082W	163.57	232.61	0.508004949
YGR083C	98.48	90.74	-0.118092102
YGR084C	51.77	47.28	-0.130886283
YGR086C	658.33	790.94	0.264757315
YGR088W	8.86	2.6	-1.768795076
YGR089W	35.69	14.21	-1.328613347
YGR090W	105.02	62.23	-0.754981949
YGR091W	23.83	16.26	-0.551451694
YGR092W	42.45	40.15	-0.080364566
YGR093W	33.52	23.91	-0.487408019
YGR094W	658	487.21	-0.433543839
YGR095C	53.46	70.49	0.398958768
YGR096W	11.53	4.38	-1.396389738
YGR097W	31.42	13.09	-1.263218083
YGR098C	29.26	5.52	-2.406189597
YGR099W	28.53	11.28	-1.338712679
YGR100W	37.53	18.15	-1.048074742
YGR101W	30.95	29.22	-0.082983231
YGR102C	47.31	34	-0.476610414
YGR103W	248.65	201.29	-0.30484093
YGR104C	29.97	24.86	-0.269692787
YGR105W	153.43	242.87	0.662603696
YGR106C	308.1	397.1	0.366103678
YGR108W	58.12	30.48	-0.9311718
YGR109C	16.52	15.63	-0.079895908
YGR111W	60.15	51.92	-0.212274354
YGR112W	18.3	14.56	-0.329833293
YGR113W	37.18	27.43	-0.438772148
YGR116W	177.71	112.99	-0.653329771
YGR117C	61.33	29.11	-1.075078112
YGR119C	87.58	79.68	-0.136383802
YGR120C	28.1	23.49	-0.258523417
YGR121C	12.63	5.31	-1.250070873
YGR122W	29.74	16.18	-0.87819304
YGR123C	112.62	110.65	-0.025459605
YGR124W	640.97	675.39	0.075463984
YGR125W	41.99	21.05	-0.996225555
YGR126W	16.68	15.68	-0.089193729
YGR127W	24.12	10.97	-1.136666382
YGR128C	80.38	78.33	-0.037271619
YGR129W	21.56	31.71	0.556580699
YGR130C	80.83	100.94	0.320535239
YGR132C	187.25	192.99	0.043560376
YGR133W	23.52	15.19	-0.63076619
YGR134W	26.09	8.86	-1.55811834
YGR135W	317.37	396.86	0.322464398
YGR136W	148.17	227.78	0.620387704
YGR140W	23.19	12.16	-0.931359591
YGR141W	25.96	33.45	0.365715828
YGR142W	40.73	30.82	-0.402224952
YGR143W	35.16	17.32	-1.02149614
YGR145W	73.62	68.93	-0.094965734
YGR146C	61.15	37.92	-0.689393535
YGR147C	80.4	53.74	-0.58119918
YGR149W	22.06	14.66	-0.589547687
YGR150C	26.02	7.48	-1.798510787
YGR152C	48.18	81.7	0.761901685
YGR154C	12.36	0.48	-4.686500527
YGR155W	717.84	871.81	0.280351436
YGR156W	26.42	24.98	-0.08085699
YGR157W	313.86	106.8	-1.555209529
YGR158C	57.15	64.65	0.177896872
YGR159C	328.46	496.86	0.597121712
YGR161C	32.01	67.03	1.066284257
YGR162W	372.82	312.39	-0.255130984
YGR163W	41.3	48.36	0.227672463
YGR165W	48.9	44.44	-0.137975648
YGR166W	21.94	11.21	-0.968777248
YGR167W	258.75	461.57	0.834990596
YGR168C	16.82	2.94	-2.516289645
YGR169C	17.82	10.26	-0.796466606
YGR170W	34.55	8.82	-1.96983515
YGR171C	18.36	8.27	-1.150606824
YGR172C	76.72	95.05	0.309083907
YGR173W	110.68	140.78	0.347047842
YGR174C	31.37	36.28	0.209788927
YGR175C	409.9	558.91	0.447343998
YGR177C	46.34	36.11	-0.359859624
YGR178C	156.54	113.03	-0.469825612
YGR179C	22.02	16.46	-0.419850133
YGR180C	614.74	938.42	0.610257399
YGR181W	143.83	221.66	0.623983826
YGR183C	140.22	228.11	0.702037554
YGR184C	89.62	32.46	-1.465157727
YGR185C	448.07	501.72	0.163158313
YGR186W	96.6	77.31	-0.321368151
YGR187C	61.82	117.41	0.925409731
YGR188C	13.37	3.96	-1.75542713
YGR189C	211.32	323.33	0.613578058
YGR191W	87.74	104.46	0.251643997
YGR193C	74.11	101.25	0.450181778
YGR194C	20.28	13.9	-0.544972769
YGR195W	68.94	71.35	0.049572131
YGR196C	29.08	28.55	-0.026536524
YGR197C	19.24	11.94	-0.688305963
YGR198W	57.76	28.06	-1.041555733
YGR199W	43.82	33.5	-0.387428389
YGR200C	101.75	81.37	-0.322459899
YGR201C	29.61	7.29	-2.022093771
YGR202C	38.89	46.39	0.254414611
YGR203W	38.29	51.92	0.439322723
YGR204W	343.32	358.65	0.063022727
YGR205W	45.19	50.82	0.169392818
YGR206W	47.19	45.09	-0.065673661
YGR207C	104.01	123.96	0.253152418
YGR208W	116.6	135.76	0.219490681
YGR209C	795.9	1378.88	0.792837827
YGR210C	104.25	92.22	-0.176895813
YGR211W	145.53	192.86	0.406237368
YGR212W	10.9	5.62	-0.955686099
YGR214W	2246.23	3071.42	0.451400148
YGR215W	86.81	142.32	0.713205268
YGR216C	26.08	10.11	-1.367160872
YGR217W	26.14	6.92	-1.917415198
YGR218W	180.27	153.18	-0.234931384
YGR220C	78.58	67.24	-0.224842443
YGR221C	12.98	3.73	-1.799042848
YGR222W	40.78	15.09	-1.434268969
YGR223C	29.3	11.92	-1.297516429
YGR227W	37.75	26.52	-0.509395869
YGR229C	118.8	105.23	-0.174988775
YGR231C	191.67	147.53	-0.377616191
YGR232W	98.65	101.74	0.044496043
YGR233C	88.04	45.21	-0.961517228
YGR234W	733.03	1010.58	0.463239385
YGR235C	73.48	99.4	0.435894225
YGR237C	25.99	19.14	-0.441365804
YGR238C	17.96	4.77	-1.912726179
YGR239C	16.28	15.26	-0.093345737
YGR240C	974.52	1155.47	0.245716104
YGR241C	46.93	32.88	-0.513300161
YGR244C	130.33	126.43	-0.043830374
YGR245C	89.42	70.89	-0.335015416
YGR246C	37.81	33.96	-0.15493139
YGR247W	33.02	21.69	-0.606310067
YGR250C	31.39	26.32	-0.25414554
YGR251W	36.38	56.58	0.637146634
YGR252W	36.66	24.07	-0.606970644
YGR253C	300.15	357	0.250240406
YGR255C	61.12	28.5	-1.100682624
YGR257C	61.99	14.32	-2.114004011
YGR258C	19.69	8.95	-1.137503524
YGR260W	183.29	160.44	-0.192094206
YGR261C	89.65	44.59	-1.007583383
YGR262C	46.84	54.98	0.231165831
YGR263C	16.07	14.02	-0.19688358
YGR264C	374.75	333.13	-0.169843197
YGR266W	44.76	46.62	0.058738968
YGR267C	166.97	158.22	-0.077656936
YGR268C	27.79	25.85	-0.104401554
YGR270W	76.56	24.61	-1.637346172
YGR271C-A	48.29	71.48	0.565815171
YGR271W	40.64	17.47	-1.218020794
YGR274C	35.02	19.63	-0.835118911
YGR275W	75.54	125.18	0.728691393
YGR276C	43.95	38.02	-0.209104633
YGR277C	47.85	48.11	0.007817875
YGR278W	15.8	12.99	-0.282523128
YGR279C	648.93	1172.5	0.853453154
YGR280C	46.78	106.72	1.189866805
YGR281W	101.85	40.03	-1.347292459
YGR282C	931.2	1211.42	0.379536172
YGR283C	29.76	30.67	0.04345364
YGR284C	210.58	248.68	0.239922062
YGR285C	768.05	1152.24	0.585169108
YGR286C	44.19	38.57	-0.196240785
YGR288W	9.79	4.34	-1.173613817
YGR289C	6.78	0.1	-6.083213368
YHL002W	45	45.13	0.004161777
YHL003C	126.57	106.45	-0.249759544
YHL004W	65.41	53.81	-0.281636908
YHL007C	60.17	42.16	-0.51316949
YHL008C	29.97	10.4	-1.526935555
YHL009C	28.79	35.11	0.286314207
YHL010C	16.45	8.7	-0.919000278
YHL011C	201.43	237.46	0.237405945
YHL013C	39.29	64.72	0.72004944
YHL014C	15.69	10.59	-0.567142763
YHL015W	3937.7	7621.91	0.952799371
YHL016C	5.41	0.89	-2.603751353
YHL017W	62.39	39.18	-0.671197412
YHL019C	19.5	9.47	-1.042037793
YHL020C	49.28	31.87	-0.628803237
YHL021C	60.51	83.43	0.463392661
YHL023C	30.42	9.68	-1.6519412
YHL025W	41.9	32.41	-0.370511223
YHL026C	15.87	4.02	-1.981034722
YHL027W	42.77	43.27	0.016767914
YHL028W	13.59	5.4	-1.331514144
YHL029C	26.05	12.88	-1.016150779
YHL030W	90.64	53.42	-0.762767885
YHL031C	49.97	86.93	0.798791927
YHL032C	28.06	3.05	-3.201633861
YHL034C	418.71	998.7	1.254099997
YHL035C	40.5	3.32	-3.608666761
YHL036W	9.38	2.86	-1.713572776
YHL038C	16.2	10.78	-0.587636635
YHL039W	51.25	33.38	-0.61856805
YHL040C	60.09	32.3	-0.895590757
YHL047C	44.02	18.11	-1.281372599
YHR001W	68.72	73.03	0.087759194
YHR001W-A	84.83	235.25	1.471548256
YHR002W	13.12	5.29	-1.310428093
YHR003C	51.88	38.8	-0.419121827
YHR004C	23.97	7.46	-1.683982373
YHR005C	103.21	76.13	-0.439045777
YHR005C-A	459.24	575.47	0.325492414
YHR006W	32.73	30.07	-0.122288734
YHR007C	570.16	474.9	-0.263743073
YHR008C	205.04	292.06	0.510359399
YHR009C	118.96	58.67	-1.019781655
YHR010W	3781.08	5433.44	0.523067507
YHR011W	18.5	11.27	-0.715037755
YHR012W	80.01	76.47	-0.065286452
YHR013C	152.82	196.3	0.361226807
YHR016C	49.21	57.46	0.223606476
YHR017W	33.93	21.45	-0.661583782
YHR018C	73.22	93.69	0.355657296
YHR019C	582.14	736.55	0.339417313
YHR020W	469.41	488.36	0.057096462
YHR021C	3629.75	7197.7	0.987665786
YHR023W	60.66	23.06	-1.395352985
YHR024C	69.46	53.4	-0.379342669
YHR025W	267.07	342.14	0.357368854
YHR026W	320.28	288.61	-0.150212423
YHR027C	261.08	236.85	-0.140518272
YHR028C	96.08	49.89	-0.945485482
YHR029C	55.26	67.34	0.285228159
YHR030C	67.33	45.03	-0.580362987
YHR031C	23.54	10.75	-1.130777661
YHR032W	61.06	41.42	-0.559900036
YHR033W	17.44	0.22	-6.308752706
YHR034C	26.18	25.76	-0.023332504
YHR036W	23.15	19.5	-0.24753807
YHR037W	81.77	79.12	-0.047529214
YHR038W	24.27	39.37	0.697922604
YHR039C	115.42	69.53	-0.731185741
YHR039C-A	1055.42	2001.75	0.923444579
YHR040W	14.98	21.93	0.549868188
YHR041C	74.26	47.59	-0.641926861
YHR042W	200.57	166.32	-0.27014417
YHR045W	48.37	24.32	-0.991969309
YHR046C	37.41	42.9	0.197553682
YHR047C	161.51	138.19	-0.224970273
YHR048W	6.81	1.86	-1.872352177
YHR049W	114.43	151.94	0.409036395
YHR050W	46.49	28.97	-0.682360741
YHR051W	125.81	211.06	0.746406586
YHR052W	128.06	171.25	0.419284073
YHR057C	62.13	70.55	0.183356029
YHR058C	31.74	38.42	0.275555391
YHR059W	53.81	94.65	0.814728199
YHR060W	62.66	77.34	0.303669995
YHR061C	25.63	21.53	-0.251485159
YHR062C	59.05	49.5	-0.254508534
YHR063C	117.17	121.45	0.051759258
YHR064C	840.24	987.23	0.232584768
YHR065C	79.79	96.83	0.279246148
YHR067W	23.79	9.38	-1.342695444
YHR068W	392.92	403.97	0.040012554
YHR069C	60.48	62.84	0.055225041
YHR070W	38.19	44.3	0.214111779
YHR071W	99.67	13.91	-2.841036909
YHR072W	61.16	33.24	-0.879668025
YHR072W-A	518.31	1149.28	1.148843192
YHR073W	60.78	24.75	-1.29616815
YHR074W	108.97	84.88	-0.360434447
YHR075C	13.89	7.96	-0.803206263
YHR076W	56.67	65.57	0.210450692
YHR077C	44.43	18.75	-1.244643546
YHR078W	29.95	8.85	-1.758806643
YHR079C	30.62	6.76	-2.179379131
YHR080C	25.63	3.11	-3.042846993
YHR081W	56.44	97.35	0.786462991
YHR082C	89.47	27.64	-1.694646401
YHR083W	89.09	47.85	-0.896744579
YHR084W	48.65	30.01	-0.696996486
YHR085W	37.66	36.71	-0.036859886
YHR086W	40.75	21.59	-0.916436816
YHR087W	44.13	88.51	1.004080715
YHR088W	41.62	93.64	1.169847969
YHR089C	193.55	529.22	1.451161277
YHR090C	26.5	25.72	-0.043101717
YHR091C	24.16	6.48	-1.898554736
YHR094C	151.96	200.72	0.401492759
YHR097C	20.53	31.5	0.617618201
YHR098C	143.6	82.86	-0.793308024
YHR099W	96.61	27.09	-1.834412135
YHR101C	19.98	21	0.071832745
YHR102W	29.16	16.04	-0.862316578
YHR103W	75.57	31.02	-1.284614936
YHR104W	114.94	159.45	0.472223143
YHR106W	27.73	12.28	-1.175137056
YHR107C	111.79	148.52	0.40986608
YHR108W	162.74	159.72	-0.027023919
YHR109W	11.92	6.78	-0.814027057
YHR110W	86.87	49.69	-0.805902496
YHR111W	46.17	47.8	0.050054886
YHR112C	38.46	35.97	-0.096564603
YHR113W	68.2	66.84	-0.029060006
YHR114W	42.51	35.75	-0.249859017
YHR115C	58.31	40.18	-0.537265759
YHR116W	25.07	36.66	0.54824479
YHR117W	83.61	52.87	-0.661226176
YHR118C	21.69	23.33	0.105156254
YHR119W	42.89	14.54	-1.560614047
YHR120W	26.9	8.89	-1.597350849
YHR121W	86.35	132.58	0.618595075
YHR122W	61.77	84.78	0.456817636
YHR123W	58.94	61.71	0.066257234
YHR127W	53.33	59.57	0.159638631
YHR128W	337.62	460.38	0.447424792
